Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,119.000000,122.500000,119.000000,122.500000,117.785713,1688380
2023-01-04,122.500000,122.500000,121.000000,122.000000,117.304955,1214832
2023-01-05,123.000000,124.000000,122.500000,123.500000,118.747231,2223376
2023-01-06,123.500000,124.500000,123.000000,124.000000,119.227989,915155
2023-01-09,125.000000,126.000000,124.500000,126.000000,121.151016,2305489
2023-01-10,125.500000,126.500000,124.500000,126.500000,121.631775,2023221
2023-01-11,127.000000,127.000000,125.000000,125.500000,120.670258,1301508
2023-01-12,125.500000,126.500000,124.500000,125.500000,120.670258,1209358
2023-01-13,126.000000,127.000000,125.000000,125.500000,120.670258,2053567
2023-01-16,126.000000,127.500000,124.500000,125.500000,120.670258,2162267
2023-01-17,126.000000,128.500000,125.000000,127.500000,122.593292,2867750
2023-01-30,130.000000,133.500000,130.000000,133.000000,127.881630,5311964
2023-01-31,132.000000,134.500000,129.000000,131.000000,125.958595,4824774
2023-02-01,131.500000,134.500000,130.000000,134.000000,128.843140,4106102
2023-02-02,134.000000,134.000000,131.500000,133.000000,127.881630,2807863
2023-02-03,132.000000,134.000000,131.500000,132.000000,126.920113,2079523
2023-02-06,131.500000,135.000000,131.500000,132.500000,127.400871,2646467
2023-02-07,132.500000,134.500000,131.500000,134.000000,128.843140,2392375
2023-02-08,134.500000,135.000000,132.500000,132.500000,127.400871,2727199
2023-02-09,132.500000,133.500000,131.500000,132.000000,126.920113,2105166
2023-02-10,131.000000,131.500000,128.500000,128.500000,123.554810,3500997
2023-02-13,128.500000,132.000000,128.500000,131.000000,125.958595,2878796
2023-02-14,131.500000,133.500000,131.000000,133.000000,127.881630,1499275
2023-02-15,133.500000,134.500000,130.500000,131.000000,125.958595,1706198
2023-02-16,132.000000,136.000000,132.000000,135.500000,130.285416,3048758
2023-02-17,135.000000,136.000000,133.000000,135.000000,129.804657,1861591
2023-02-20,135.000000,136.000000,134.000000,134.500000,129.323898,754447
2023-02-21,135.000000,135.500000,134.500000,135.000000,129.804657,627891
2023-02-22,133.500000,137.500000,133.000000,136.500000,131.246933,2844510
2023-02-23,140.000000,145.000000,139.500000,141.500000,136.054520,7680676
2023-02-24,143.000000,144.000000,136.500000,137.000000,131.727692,5850051
2023-03-01,136.500000,140.000000,135.000000,139.000000,133.650726,2974173
2023-03-02,140.000000,140.500000,136.000000,139.000000,133.650726,3877492
2023-03-03,140.000000,140.500000,138.500000,139.500000,134.131485,978547
2023-03-06,141.500000,141.500000,139.000000,140.000000,134.612244,1800070
2023-03-07,139.500000,141.500000,139.500000,141.000000,135.573761,1401231
2023-03-08,139.500000,140.500000,138.000000,139.500000,134.131485,2237880
2023-03-09,139.500000,140.500000,138.500000,139.000000,133.650726,1371769
2023-03-10,137.500000,138.000000,134.500000,137.000000,131.727692,4053690
2023-03-13,136.500000,140.500000,135.500000,138.000000,132.689209,4626747
2023-03-14,137.000000,140.000000,134.000000,136.500000,131.246933,4585885
2023-03-15,136.500000,140.000000,135.500000,139.000000,133.650726,2930350
2023-03-16,141.000000,144.000000,140.000000,142.500000,137.016037,7993636
2023-03-17,144.500000,145.000000,139.000000,145.000000,139.419830,6311560
2023-03-20,143.500000,144.000000,139.500000,140.500000,135.093002,3711322
2023-03-21,141.500000,142.000000,139.500000,140.000000,134.612244,1424846
2023-03-22,141.000000,144.500000,141.000000,144.500000,138.939072,3045491
2023-03-23,143.000000,144.500000,142.500000,144.000000,138.458313,966806
2023-03-24,143.500000,144.000000,141.500000,144.000000,138.458313,2496018
2023-03-27,144.000000,144.000000,142.000000,143.500000,137.977554,1170570
2023-03-28,143.500000,143.500000,141.500000,142.500000,137.016037,1232844
2023-03-29,142.000000,143.500000,141.500000,143.000000,137.496796,1849070
2023-03-30,145.500000,147.000000,142.500000,143.500000,137.977554,3930683
2023-03-31,144.000000,144.500000,142.500000,144.000000,138.458313,2959306
2023-04-06,144.000000,145.000000,142.000000,145.000000,139.419830,1519810
2023-04-07,145.000000,145.000000,143.000000,144.000000,138.458313,831402
2023-04-10,144.000000,146.000000,143.500000,146.000000,140.381332,1655432
2023-04-11,146.500000,146.500000,144.500000,146.500000,140.862091,1613559
2023-04-12,147.000000,147.000000,145.000000,146.500000,140.862091,2084465
2023-04-13,146.000000,146.000000,145.000000,146.000000,140.381332,1538703
2023-04-14,146.000000,147.500000,145.000000,147.000000,141.342850,2153356
2023-04-17,146.000000,147.500000,145.500000,147.500000,141.823608,1025525
2023-04-18,147.500000,148.000000,146.000000,147.500000,141.823608,1817643
2023-04-19,147.500000,147.500000,145.000000,146.500000,140.862091,1644673
2023-04-20,145.500000,146.500000,144.000000,145.000000,139.419830,1219921
2023-04-21,145.000000,146.000000,143.500000,144.000000,138.458313,1504213
2023-04-24,144.500000,146.000000,142.500000,143.000000,137.496796,1123685
2023-04-25,144.000000,144.500000,139.000000,141.000000,135.573761,2696842
2023-04-26,141.500000,143.500000,140.500000,143.000000,137.496796,1919521
2023-04-27,144.000000,145.500000,142.500000,145.000000,139.419830,1567714
2023-04-28,146.000000,146.500000,144.500000,145.500000,139.900574,1465289
2023-05-02,145.000000,147.000000,141.000000,143.000000,137.496796,3265090
2023-05-03,143.500000,146.000000,141.500000,144.000000,138.458313,2998598
2023-05-04,144.000000,146.500000,142.500000,145.500000,139.900574,3633944
2023-05-05,145.500000,145.500000,142.000000,142.500000,137.016037,3170140
2023-05-08,143.500000,144.000000,142.500000,144.000000,138.458313,1693557
2023-05-09,144.000000,146.000000,143.500000,146.000000,140.381332,2304652
2023-05-10,145.000000,145.500000,143.000000,145.000000,139.419830,1766932
2023-05-11,145.000000,146.500000,144.000000,146.500000,140.862091,2171724
2023-05-12,145.000000,148.000000,142.500000,147.500000,141.823608,4648558
2023-05-15,148.500000,155.000000,148.000000,152.000000,146.150436,8073662
2023-05-16,152.500000,156.000000,152.000000,154.500000,148.554230,7633762
2023-05-17,154.500000,156.500000,153.000000,155.500000,149.515747,6377009
2023-05-18,156.500000,159.000000,156.000000,159.000000,152.881042,5615107
2023-05-19,160.000000,161.000000,156.000000,157.000000,150.958023,5906911
2023-05-22,158.000000,159.500000,156.000000,158.000000,151.919525,4599937
2023-05-23,157.500000,159.000000,156.500000,158.500000,152.400284,3930873
